Ticker,Last_Update,Earliest_Record,Name
BTC,,,Bitcoin
ETH,,,Ethereum
XRP,,,Ripple
BCH,,,Bitcoin Cash
USDT,,,Tether
LTC,,,Litecoin
EOS,,,Eosio
BNB,,,Binance Coin
BSV,,,Bitcoin SV
XLM,,,Stellar
